detector_type,descriptor_type,frame,no_keypoints_frame,detector_time_ms,descriptor_time_ms,no_matched_points,matching_time_ms,ttc_lidar_s,ttc_camera_s
FAST,FREAK,11,1849,0.69048300,23.86781300,930,10.20916800,11.54790781,13.50114504
FAST,FREAK,12,1826,0.68757800,23.31348200,898,10.35653100,10.07826007,12.55950638
FAST,FREAK,13,1842,0.71474400,23.48266400,923,9.97913500,9.20565887,12.64769059
FAST,FREAK,14,1833,0.70873700,23.34605800,952,10.01305600,9.54236248,11.91905520
FAST,FREAK,15,1921,0.70628600,23.95666400,930,10.45204400,8.39156690,12.49469867
FAST,FREAK,16,1934,0.71157000,23.72745700,957,11.12618900,8.88653053,11.99092075
FAST,FREAK,17,1946,0.71420200,24.00182700,1011,10.85918100,11.04299793,10.35443261

FAST,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,nan
FAST,AKAZE,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

FAST,SIFT,0,1864,0.67406200,32.45436500,0,0.00000000,0.00000000,0.00000000
FAST,SIFT,1,1898,0.71439300,34.36625900,1424,20.46175700,12.29943227,11.78184612
FAST,SIFT,2,1865,0.67957200,32.80939900,1446,20.02863700,12.98777737,12.67905261
FAST,SIFT,3,1840,0.69624900,32.42211900,1383,20.21199600,17.26938871,13.05534283
FAST,SIFT,4,1867,0.69382600,32.68552200,1389,20.36298500,13.79866612,13.66115370
FAST,SIFT,5,1876,0.68586700,32.83550500,1449,20.70850300,12.85564709,13.24825559
FAST,SIFT,6,1843,0.67623100,33.85586200,1425,20.20919500,13.34054193,12.55857871
FAST,SIFT,7,1829,0.70322200,33.11692400,1377,19.07879800,14.45731022,11.86201720
FAST,SIFT,8,1843,0.71243400,33.40999200,1345,19.27735000,13.13016586,12.17888298
FAST,SIFT,9,1818,0.68587500,32.28552200,1385,19.33788500,12.34545830,14.24401597
FAST,SIFT,10,1879,0.73658000,33.14801800,1392,19.66626000,12.14960324,13.55977941
FAST,SIFT,11,1849,0.68781600,32.73494900,1350,19.91715800,11.54790781,12.62389181
FAST,SIFT,12,1826,0.70116300,32.26301400,1368,19.36205400,10.07826007,12.37254553
FAST,SIFT,13,1842,0.68298000,32.34193300,1368,19.32662100,9.20565887,12.79490341
FAST,SIFT,14,1833,0.72073900,32.20833200,1386,19.50668700,9.54236248,11.78515994
FAST,SIFT,15,1921,0.72066600,33.45322700,1386,20.87392000,8.39156690,10.81824288
FAST,SIFT,16,1934,0.70624000,33.24492100,1446,21.65992500,8.88653053,11.76765476
FAST,SIFT,17,1946,0.71425000,33.87468100,1445,22.40888300,11.04299793,11.27758679

BRISK,BRISK,0,2896,36.07507400,24.90758200,0,0.00000000,0.00000000,0.00000000
BRISK,BRISK,1,3000,36.56322900,23.82838200,1578,28.68136100,12.29943227,13.04720237
BRISK,BRISK,2,2974,36.14509600,22.96110600,1631,29.36598200,12.98777737,21.73569119
BRISK,BRISK,3,2953,37.64114900,22.83170300,1589,28.56486200,17.26938871,14.17984849
BRISK,BRISK,4,2855,35.45142500,22.78565100,1510,27.58040200,13.79866612,15.07530943
BRISK,BRISK,5,2906,36.19051600,23.03650800,1497,27.12282800,12.85564709,33.69703354
BRISK,BRISK,6,2886,36.36047300,23.17496000,1525,27.42562800,13.34054193,16.93104295
BRISK,BRISK,7,2886,36.60998100,22.28786000,1500,27.14669100,14.45731022,14.60132853
BRISK,BRISK,8,2893,36.58946000,22.23886100,1494,27.69797600,13.13016586,14.19895648
BRISK,BRISK,9,2930,37.44281100,22.95932300,1529,28.09772300,12.34545830,11.63182738
BRISK,BRISK,10,3022,37.75220000,23.29945400,1497,28.78138800,12.14960324,11.48963507
BRISK,BRISK,11,3013,37.33088200,23.22642300,1564,29.54440000,11.54790781,12.90019653
BRISK,BRISK,12,2949,36.81611300,22.81807000,1562,28.96690300,10.07826007,11.97659189
BRISK,BRISK,13,3012,37.68074300,23.08969900,1553,28.83347500,9.20565887,10.89765191
BRISK,BRISK,14,3026,37.83373000,24.14030100,1588,29.57621800,9.54236248,13.58919212
BRISK,BRISK,15,3074,38.48887200,23.68103300,1682,30.52565700,8.39156690,11.37447721
BRISK,BRISK,16,3131,39.14407100,23.98224600,1687,31.69262000,8.88653053,11.62076563
BRISK,BRISK,17,3135,39.43676500,24.42852500,1682,32.32119100,11.04299793,10.10863307

BRISK,BRIEF,0,2896,35.83942600,5.04900900,0,0.00000000,0.00000000,0.00000000
BRISK,BRIEF,1,3000,36.68879800,4.76793200,1702,26.94224300,12.29943227,10.96348942
BRISK,BRIEF,2,2974,36.19524200,4.87911400,1777,27.48608100,12.98777737,15.07603735
BRISK,BRIEF,3,2953,36.45901300,4.74230800,1805,27.27902800,17.26938871,10.81633291
BRISK,BRIEF,4,2855,35.40350100,4.64008900,1705,26.28298100,13.79866612,22.77334744
BRISK,BRIEF,5,2906,35.81009300,4.83062100,1715,25.68885200,12.85564709,18.60348687
BRISK,BRIEF,6,2886,36.28183400,4.69898200,1747,25.58352900,13.34054193,16.34455426
BRISK,BRIEF,7,2886,35.98824600,4.83825900,1678,32.50771100,14.45731022,14.32120476
BRISK,BRIEF,8,2893,36.79319800,4.57874200,1675,25.55175700,13.13016586,18.33852993
BRISK,BRIEF,9,2930,37.16440100,4.60323500,1737,26.11369100,12.34545830,14.46728983
BRISK,BRIEF,10,3022,38.09886700,4.75734900,1708,27.43068600,12.14960324,9.81455211
BRISK,BRIEF,11,3013,37.76483300,4.89049300,1741,28.19117400,11.54790781,14.66262544
BRISK,BRIEF,12,2949,37.36230200,4.77473200,1742,27.28159200,10.07826007,12.40200809
BRISK,BRIEF,13,3012,37.59262900,4.80008100,1721,27.37170300,9.20565887,11.42691373
BRISK,BRIEF,14,3026,37.67273400,4.86632300,1764,28.07124000,9.54236248,10.83096057
BRISK,BRIEF,15,3074,38.08772500,4.96009100,1850,28.14027500,8.39156690,10.47515964
BRISK,BRIEF,16,3131,38.59931400,4.95700500,1838,28.98651100,8.88653053,12.12555531
BRISK,BRIEF,17,3135,38.95072400,4.98458300,1908,29.79794000,11.04299793,10.42298678

BRISK,ORB,0,2896,35.53498900,9.39117200,0,0.00000000,0.00000000,0.00000000
BRISK,ORB,1,3000,36.46143800,9.24674600,1464,27.00556400,12.29943227,11.38353001
BRISK,ORB,2,2974,35.76092800,9.49079900,1508,27.23652800,12.98777737,19.81720442
BRISK,ORB,3,2953,35.65162200,9.37694500,1514,27.13102300,17.26938871,13.43313847
BRISK,ORB,4,2855,35.13672500,9.31649200,1435,26.07141500,13.79866612,14.26557054
BRISK,ORB,5,2906,36.61795600,9.17449400,1420,25.40930400,12.85564709,22.55652179
BRISK,ORB,6,2886,37.33514100,9.29946900,1421,25.81851900,13.34054193,26.85320270
BRISK,ORB,7,2886,35.95556900,9.10764200,1388,25.35998800,14.45731022,15.07096619
BRISK,ORB,8,2893,36.45560100,9.21255200,1442,25.83126400,13.13016586,17.41091364
BRISK,ORB,9,2930,43.34991400,9.24085200,1435,26.13853500,12.34545830,16.35085043
BRISK,ORB,10,3022,37.71726100,9.51439500,1448,26.91892200,12.14960324,11.06030222
BRISK,ORB,11,3013,37.17406000,9.57690600,1448,27.58387300,11.54790781,13.89556403
BRISK,ORB,12,2949,37.06977400,9.55496900,1488,26.74226900,10.07826007,11.94514014
BRISK,ORB,13,3012,37.55586000,9.37149000,1478,27.04841900,9.20565887,11.81699560
BRISK,ORB,14,3026,38.31861500,9.34304400,1531,27.73465800,9.54236248,13.52184364
BRISK,ORB,15,3074,38.65207100,10.04004300,1545,28.01295100,8.39156690,10.19855242
BRISK,ORB,16,3131,38.92383700,9.33477300,1542,29.36936400,8.88653053,10.84973312
BRISK,ORB,17,3135,39.18529400,9.33703900,1596,30.02611600,11.04299793,9.83896155

BRISK,FREAK,0,2896,35.38276900,28.77500600,0,0.00000000,0.00000000,0.00000000
BRISK,FREAK,1,3000,36.36105300,29.92654800,1396,20.14245800,12.29943227,11.61207058
BRISK,FREAK,2,2974,35.94072200,29.38923700,1470,20.63905600,12.98777737,24.64643197
BRISK,FREAK,3,2953,36.05677200,29.93480900,1477,20.56303000,17.26938871,11.32361924
BRISK,FREAK,4,2855,35.32300000,28.89670900,1428,20.15684200,13.79866612,15.67009382
BRISK,FREAK,5,2906,36.26613300,32.08225400,1391,20.54235000,12.85564709,16.96757049
BRISK,FREAK,6,2886,36.05238100,29.55092900,1388,20.25315200,13.34054193,15.59817970
BRISK,FREAK,7,2886,36.13987800,29.26917700,1364,20.41863900,14.45731022,13.41665913
BRISK,FREAK,8,2893,37.29730000,30.68984600,1368,22.00741800,13.13016586,14.49012614
BRISK,FREAK,9,2930,37.15176700,29.64158300,1382,20.33076100,12.34545830,17.66941623
BRISK,FREAK,10,3022,37.79268900,29.65024700,1370,20.45397400,12.14960324,12.35739468
BRISK,FREAK,11,3013,37.74528700,32.12704300,1412,20.62718600,11.54790781,14.15011406
BRISK,FREAK,12,2949,37.32770600,29.45024700,1382,20.61186600,10.07826007,11.15359377
BRISK,FREAK,13,3012,37.62964300,29.95180600,1355,19.72382300,9.20565887,12.33408368
BRISK,FREAK,14,3026,37.42063400,29.90421200,1376,20.83180300,9.54236248,10.97812785
BRISK,FREAK,15,3074,38.42201500,29.78274600,1475,20.69077000,8.39156690,13.37094207
BRISK,FREAK,16,3131,38.88524100,29.88833100,1465,22.07453600,8.88653053,11.56589313
BRISK,FREAK,17,3135,40.06242400,30.68259200,1544,22.29577200,11.04299793,9.49358187

BRISK,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,nan
BRISK,AKAZE,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

BRISK,SIFT,0,2896,36.19412100,88.73453000,0,0.00000000,0.00000000,0.00000000
BRISK,SIFT,1,3000,36.35664300,91.02502400,1740,49.91473100,12.29943227,13.80796161
BRISK,SIFT,2,2974,36.19097200,90.05301900,1774,51.64863900,12.98777737,18.93055025
BRISK,SIFT,3,2953,36.22293400,91.25255200,1780,50.83847300,17.26938871,14.47210425
BRISK,SIFT,4,2855,35.51740100,89.85172400,1756,48.83323800,13.79866612,15.19424349
BRISK,SIFT,5,2906,35.98804200,89.73159900,1718,48.02737700,12.85564709,27.96926996
BRISK,SIFT,6,2886,36.20970000,88.69652200,1704,48.55999900,13.34054193,17.44753872
BRISK,SIFT,7,2886,36.45406400,88.79821100,1698,48.34093300,14.45731022,14.97511573
BRISK,SIFT,8,2893,36.65791900,89.37654200,1669,48.73362200,13.13016586,17.37591043
BRISK,SIFT,9,2930,36.87996900,89.04795800,1682,49.39500400,12.34545830,14.92162943
BRISK,SIFT,10,3022,37.79724700,91.42479800,1712,51.27038900,12.14960324,12.14808143
BRISK,SIFT,11,3013,37.28821100,90.66186600,1751,53.01238700,11.54790781,11.53429948
BRISK,SIFT,12,2949,36.83346900,89.98459200,1716,51.91546400,10.07826007,11.62648064
BRISK,SIFT,13,3012,37.55483500,90.66029900,1773,51.84551500,9.20565887,11.17231690
BRISK,SIFT,14,3026,37.90672100,90.64036000,1715,54.53234600,9.54236248,10.82468845
BRISK,SIFT,15,3074,38.44828500,91.90530200,1801,54.04266200,8.39156690,10.86807094
BRISK,SIFT,16,3131,38.68669200,95.08886500,1820,56.14832500,8.88653053,13.88650006
BRISK,SIFT,17,3135,39.39264200,100.11274100,1872,57.76725600,11.04299793,10.13337141

ORB,BRISK,0,500,31.32752800,3.74152900,0,0.00000000,0.00000000,0.00000000
ORB,BRISK,1,500,5.68994000,3.74813400,311,0.70740400,12.29943227,10.33518815
ORB,BRISK,2,500,6.00039800,3.76423000,290,0.69276600,12.98777737,12.46548068
ORB,BRISK,3,500,5.96374600,3.69243100,298,0.72634900,17.26938871,31.38096331
ORB,BRISK,4,500,5.90260600,3.78818500,291,0.73006000,13.79866612,12.13708187
ORB,BRISK,5,500,5.90455000,4.01395200,316,0.76429900,12.85564709,427.12940288
ORB,BRISK,6,500,5.96127300,4.03747000,318,0.73582900,13.34054193,7.04091370
ORB,BRISK,7,500,6.16649700,3.93560500,306,0.79130100,14.45731022,13.67017865
ORB,BRISK,8,500,6.02768700,3.78224200,309,0.76728100,13.13016586,17.10048378
ORB,BRISK,9,500,6.11693700,3.83040800,309,0.79268400,12.34545830,11.87551269
ORB,BRISK,10,500,6.01682300,3.88091900,315,0.91613700,12.14960324,11.06186053
ORB,BRISK,11,500,6.03521800,3.87412800,311,0.75350200,11.54790781,7.30424152
ORB,BRISK,12,500,7.00986300,3.81024800,315,0.73832000,10.07826007,-inf
ORB,BRISK,13,500,6.01618000,3.71386000,316,0.77995400,9.20565887,18.54158635
ORB,BRISK,14,500,5.99055400,3.77373900,300,0.73184300,9.54236248,11.40241511
ORB,BRISK,15,500,6.04051500,3.79944800,313,0.74621700,8.39156690,33.35070134
ORB,BRISK,16,500,6.10191600,3.97100900,326,0.77174700,8.88653053,22.57432564
ORB,BRISK,17,500,6.10625600,4.07067900,320,0.78837900,11.04299793,18.73335260

ORB,BRIEF,0,500,6.27229300,1.19493100,0,0.00000000,0.00000000,0.00000000
ORB,BRIEF,1,500,5.76099300,1.23823000,221,0.98951700,12.29943227,16.63072655
ORB,BRIEF,2,500,5.69056600,1.28690500,247,1.04500800,12.98777737,9.79368692
ORB,BRIEF,3,500,5.86947000,1.22631600,229,0.99789900,17.26938871,18.41311504
ORB,BRIEF,4,500,6.02218600,1.20059200,222,0.96779500,13.79866612,11.45658240
ORB,BRIEF,5,500,6.04326900,1.19886800,248,0.95230000,12.85564709,43.31825709
ORB,BRIEF,6,500,5.95498900,1.21784900,233,1.00012300,13.34054193,nan
ORB,BRIEF,7,500,5.89246800,1.21930500,234,0.97346200,14.45731022,9.76801372
ORB,BRIEF,8,500,5.84909400,1.25918000,244,0.99487500,13.13016586,-inf
ORB,BRIEF,9,500,6.04628800,1.21548100,242,0.97920100,12.34545830,39.09963720
ORB,BRIEF,10,500,6.21134100,1.24644500,223,0.96741500,12.14960324,63.54675660
ORB,BRIEF,11,500,6.10506800,1.21392300,226,0.97545300,11.54790781,14.09024066
ORB,BRIEF,12,500,6.06333400,1.21368400,252,0.95952700,10.07826007,14.25197241
ORB,BRIEF,13,500,6.04721900,1.22278600,229,0.97088800,9.20565887,12.37235437
ORB,BRIEF,14,500,6.03787500,1.23542100,238,0.97016400,9.54236248,10.03455428
ORB,BRIEF,15,500,6.06618500,1.23091700,262,1.00560200,8.39156690,13.28449802
ORB,BRIEF,16,500,7.36882800,1.41089800,219,1.24559000,8.88653053,9.37081897
ORB,BRIEF,17,500,6.05271100,1.24474800,223,0.97434000,11.04299793,11.57940259

ORB,ORB,0,500,5.95861500,6.75087200,0,0.00000000,0.00000000,0.00000000
ORB,ORB,1,500,5.88409800,6.57581400,328,0.99647600,12.29943227,23.73394694
ORB,ORB,2,500,5.70118600,6.50122000,326,0.99936500,12.98777737,11.10241727
ORB,ORB,3,500,6.18906500,6.84722600,323,1.00531400,17.26938871,16.63593376
ORB,ORB,4,500,5.93319100,6.80207200,317,0.97258700,13.79866612,18.05836313
ORB,ORB,5,500,6.02735300,6.58783400,321,0.99267500,12.85564709,14.50901757
ORB,ORB,6,500,5.95248300,6.63523000,348,0.99932300,13.34054193,-inf
ORB,ORB,7,500,5.99268900,6.56493600,328,0.99142400,14.45731022,-inf
ORB,ORB,8,500,6.05329300,6.52910100,348,0.96679800,13.13016586,10.54248955
ORB,ORB,9,500,6.15459300,6.43228900,338,0.99560600,12.34545830,-inf
ORB,ORB,10,500,6.11942500,6.53740400,318,0.99004700,12.14960324,11.62833152
ORB,ORB,11,500,6.00047100,6.54079000,323,0.98880500,11.54790781,9.34127950
ORB,ORB,12,500,5.97581600,6.70177200,326,0.99553300,10.07826007,-inf
ORB,ORB,13,500,6.01967700,6.61919000,311,1.02855500,9.20565887,-inf
ORB,ORB,14,500,6.08353300,6.45045600,340,0.99015700,9.54236248,-inf
ORB,ORB,15,500,6.03379100,6.48146800,332,0.98462000,8.39156690,-inf
ORB,ORB,16,500,6.17447300,6.54571200,310,0.99336300,8.88653053,15.81129200
ORB,ORB,17,500,6.25719100,6.61597500,332,0.98893900,11.04299793,14.18184128

ORB,FREAK,0,500,5.98099400,16.78138100,0,0.00000000,0.00000000,0.00000000
ORB,FREAK,1,500,5.88489400,17.00288300,109,0.22593700,12.29943227,12.05689321
ORB,FREAK,2,500,5.88939700,17.06095600,123,0.22820100,12.98777737,19.54337229
ORB,FREAK,3,500,5.92288200,16.93645400,128,0.22468800,17.26938871,15.73901637
ORB,FREAK,4,500,5.79722000,16.98743600,136,0.24020300,13.79866612,11.56265383
ORB,FREAK,5,500,6.03502700,17.02835800,110,0.27075100,12.85564709,156.22352495
ORB,FREAK,6,500,5.96086200,16.98128300,132,0.26344800,13.34054193,-inf
ORB,FREAK,7,500,6.03782500,16.84371800,136,0.25321700,14.45731022,-inf
ORB,FREAK,8,500,5.87858300,16.67504300,135,0.27854800,13.13016586,12.99448920
ORB,FREAK,9,500,6.09569900,17.08118700,144,0.26106000,12.34545830,17.76502148
ORB,FREAK,10,500,6.14437000,17.03078000,146,0.26903500,12.14960324,10.97460335
ORB,FREAK,11,500,6.04121400,16.91919600,149,0.27260300,11.54790781,9.94599671
ORB,FREAK,12,500,5.95254000,17.04913500,155,0.36915400,10.07826007,8.31342005
ORB,FREAK,13,500,5.87866100,17.15095400,139,0.26301200,9.20565887,8.59036173
ORB,FREAK,14,500,6.20409900,17.27178900,151,0.27300100,9.54236248,10.10820811
ORB,FREAK,15,500,6.16180900,17.27881300,160,0.26740400,8.39156690,8.10124106
ORB,FREAK,16,500,6.12634400,16.99031100,144,0.28616400,8.88653053,10.51516622
ORB,FREAK,17,500,6.16919100,17.02588400,137,0.27946300,11.04299793,6.42412154

ORB,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,nan
ORB,AKAZE,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

ORB,SIFT,0,500,5.98910400,45.87154400,0,0.00000000,0.00000000,0.00000000
ORB,SIFT,1,500,6.19589400,47.01408500,374,1.97397700,12.29943227,9.53291915
ORB,SIFT,2,500,6.00493400,47.06941300,361,1.61400300,12.98777737,18.44735456
ORB,SIFT,3,500,5.87564900,46.69584500,366,1.64970700,17.26938871,11.91741590
ORB,SIFT,4,500,5.80934700,46.81752300,372,1.64483100,13.79866612,17.53560843
ORB,SIFT,5,500,5.93570400,47.64702700,375,1.63676700,12.85564709,-inf
ORB,SIFT,6,500,6.15673500,47.67332600,381,1.65368300,13.34054193,-inf
ORB,SIFT,7,500,5.91696900,47.66828400,378,1.61585800,14.45731022,-inf
ORB,SIFT,8,500,6.18503500,47.40232100,372,1.62798900,13.13016586,10.88196107
ORB,SIFT,9,500,6.07610800,47.65864800,352,1.63678600,12.34545830,-inf
ORB,SIFT,10,500,6.26403700,47.72375700,355,1.72662100,12.14960324,11.13886850
ORB,SIFT,11,500,6.00658100,48.42585000,377,1.61233900,11.54790781,7.61405371
ORB,SIFT,12,500,6.08553100,47.96409600,394,1.60910400,10.07826007,-inf
ORB,SIFT,13,500,6.03912100,47.30002200,377,1.64535200,9.20565887,11.58715155
ORB,SIFT,14,500,5.99859100,47.85011100,393,1.62486700,9.54236248,13.62630583
ORB,SIFT,15,500,6.12169800,47.72107000,383,1.66651300,8.39156690,-inf
ORB,SIFT,16,500,6.11840500,48.05169200,368,1.67352700,8.88653053,8.34512748
ORB,SIFT,17,500,6.35276500,48.01941800,360,1.61586800,11.04299793,20.17128365

AKAZE,BRISK,0,1513,51.16269500,12.30595400,0,0.00000000,0.00000000,0.00000000
AKAZE,BRISK,1,1541,50.42216300,12.35906500,973,7.88277700,12.29943227,11.88048759
AKAZE,BRISK,2,1529,51.76880800,12.41241200,967,8.08865200,12.98777737,12.39593486
AKAZE,BRISK,3,1561,51.12343800,12.73651600,990,8.19159600,17.26938871,13.04125814
AKAZE,BRISK,4,1545,50.32453900,12.66266800,976,8.13625500,13.79866612,13.81548377
AKAZE,BRISK,5,1526,50.95143300,12.54363600,969,8.32634000,12.85564709,13.82593252
AKAZE,BRISK,6,1566,51.40993100,12.75290400,1002,8.45362600,13.34054193,12.70781576
AKAZE,BRISK,7,1529,51.08941100,12.46099200,1010,8.08301000,14.45731022,16.58746925
AKAZE,BRISK,8,1547,52.14592400,12.58848200,996,8.02755700,13.13016586,13.98767563
AKAZE,BRISK,9,1572,52.56816400,12.99692000,1007,8.18006100,12.34545830,13.94930592
AKAZE,BRISK,10,1567,51.23392900,12.73641800,1008,8.28775400,12.14960324,12.05907435
AKAZE,BRISK,11,1538,51.50901300,12.47758600,990,8.13286800,11.54790781,12.71948623
AKAZE,BRISK,12,1513,50.90622300,12.57376100,979,7.87249900,10.07826007,10.35228173
AKAZE,BRISK,13,1538,51.62942800,12.58464800,983,7.98848000,9.20565887,10.19492478
AKAZE,BRISK,14,1555,51.99379800,12.97820700,1028,8.11405300,9.54236248,9.61153163
AKAZE,BRISK,15,1544,51.47749900,12.49512900,1061,8.18577200,8.39156690,9.66398312
AKAZE,BRISK,16,1563,51.28439400,12.78208100,1041,8.15913100,8.88653053,9.55573039
AKAZE,BRISK,17,1561,51.55734100,12.69493400,1097,8.38315300,11.04299793,8.50135123

AKAZE,BRIEF,0,1513,49.97923400,3.19885300,0,0.00000000,0.00000000,0.00000000
AKAZE,BRIEF,1,1541,51.26823800,3.37924400,1073,7.97686700,12.29943227,11.98439565
AKAZE,BRIEF,2,1529,50.61508000,3.23643600,1091,7.62946100,12.98777737,13.15677286
AKAZE,BRIEF,3,1561,52.66408600,4.13305700,1109,8.44997600,17.26938871,12.54063997
AKAZE,BRIEF,4,1545,50.98418900,3.28761400,1116,7.96797900,13.79866612,12.78601966
AKAZE,BRIEF,5,1526,50.88123100,3.18294200,1102,7.82427700,12.85564709,14.22259754
AKAZE,BRIEF,6,1566,51.11665100,3.22491100,1121,7.82956600,13.34054193,12.63332097
AKAZE,BRIEF,7,1529,50.78412800,3.31787200,1082,7.81242500,14.45731022,15.54608811
AKAZE,BRIEF,8,1547,51.91271200,3.33842800,1119,7.68948600,13.13016586,14.05791298
AKAZE,BRIEF,9,1572,50.58085400,3.29255200,1120,7.92527900,12.34545830,11.83051724
AKAZE,BRIEF,10,1567,51.14363200,3.35110400,1107,7.97267300,12.14960324,11.42614153
AKAZE,BRIEF,11,1538,51.30346900,3.43599500,1119,7.94940000,11.54790781,12.51870500
AKAZE,BRIEF,12,1513,50.94491400,3.30245500,1104,7.60638300,10.07826007,10.70774836
AKAZE,BRIEF,13,1538,51.67323000,3.23744600,1135,7.54004500,9.20565887,11.61587228
AKAZE,BRIEF,14,1555,51.82422400,3.37050100,1165,8.03304500,9.54236248,11.15685209
AKAZE,BRIEF,15,1544,50.81547300,3.40633800,1170,7.86397000,8.39156690,9.37033141
AKAZE,BRIEF,16,1563,51.01213600,3.25095500,1163,7.85285400,8.88653053,9.45116412
AKAZE,BRIEF,17,1561,50.79551200,3.41185400,1191,7.98911300,11.04299793,8.83599317

AKAZE,ORB,0,1513,51.77703800,6.15485200,0,0.00000000,0.00000000,0.00000000
AKAZE,ORB,1,1541,52.29575900,6.18367100,942,7.57330200,12.29943227,10.91805077
AKAZE,ORB,2,1529,51.77991300,6.55443400,935,7.60522600,12.98777737,12.91502439
